City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
712,Guadalupe Victoria,MX,32.2869,-115.105,76.73,12,2,5.84,clear sky
713,Statesboro,US,32.4488,-81.7832,55.2,43,40,4.61,scattered clouds
714,Peoria,US,40.7667,-89.7668,23.31,70,100,13.8,overcast clouds
715,Safford,US,32.834,-109.7076,61.75,32,97,8.01,overcast clouds
716,Marysville,US,48.0518,-122.1771,68.34,37,0,6.91,clear sky
717,Cleveland,US,41.4995,-81.6954,24.1,63,100,17.27,overcast clouds
718,Clearwater,US,27.9659,-82.8001,69.03,80,100,17.27,overcast clouds
719,Mission,US,26.2159,-98.3253,57.04,47,100,14.97,overcast clouds
720,Erie,US,42.7667,-78.6664,25.12,70,84,17.0,light snow
721,Borger,NL,52.9233,6.7931,51.01,90,98,7.74,overcast clouds
722,Redmond,US,47.674,-122.1215,69.44,33,5,8.99,clear sky
723,Alpena,US,45.0617,-83.4327,17.92,75,100,14.97,overcast clouds
724,Batavia,US,41.85,-88.3126,23.14,67,100,8.99,overcast clouds
725,Bend,US,44.0582,-121.3153,58.86,33,0,17.27,clear sky
726,Brownfield,US,33.1812,-102.2744,50.95,21,82,9.17,broken clouds
727,Rogers,US,36.3668,-95.5836,42.93,32,0,13.8,clear sky
728,Villa Union,MX,23.2,-106.2333,75.9,74,96,9.04,overcast clouds
729,Jerome,US,42.7241,-114.5186,49.68,52,0,19.57,clear sky
730,Pinehurst,US,35.1954,-79.4695,56.5,54,0,4.61,clear sky
731,Hermitage,US,41.2334,-80.4487,26.53,79,100,16.11,overcast clouds
732,Beaufort,MY,5.3473,115.7455,77.99,84,74,3.09,broken clouds
733,Sinaloa,MX,25.0,-107.5,80.89,34,89,8.57,overcast clouds
734,Bryan,US,30.6744,-96.37,53.49,48,100,6.91,overcast clouds
735,West Helena,US,34.5507,-90.6418,46.08,50,83,13.6,broken clouds
736,Pontiac,US,42.6389,-83.2911,22.84,77,75,16.11,broken clouds
737,Mocorito,MX,25.4833,-107.9167,76.33,46,93,7.94,light rain
738,General Teran,MX,25.2667,-99.6833,54.46,47,35,16.6,scattered clouds
739,Portage,US,41.1667,-81.1998,23.07,61,75,14.97,broken clouds
740,Adolfo Lopez Mateos,MX,28.4667,-107.3,37.92,98,100,4.09,light rain
741,Aberdeen,GB,57.1437,-2.0981,44.55,96,63,3.44,broken clouds
742,Alma,CA,48.5501,-71.6491,33.93,80,76,2.57,broken clouds
743,Hershey,US,40.2859,-76.6503,44.85,38,80,11.01,broken clouds
744,Sedona,US,34.8697,-111.761,59.67,27,0,8.05,clear sky
745,Prescott,US,34.54,-112.4685,56.21,26,0,6.91,clear sky
746,Bahia Honda,CU,22.9036,-83.1592,77.13,75,32,8.08,light rain
747,Hobbs,US,32.7026,-103.136,49.82,22,98,5.01,overcast clouds
748,Dana Point,US,33.467,-117.6981,75.74,44,67,3.0,broken clouds
749,Anderson,US,34.5334,-82.6499,54.23,31,0,16.11,clear sky
750,Rockport,US,28.0206,-97.0544,51.84,93,100,17.27,light rain
751,North Ogden,US,41.3072,-111.9602,47.88,35,0,8.01,clear sky
752,Huntington,US,38.4193,-82.4452,38.61,43,74,1.01,broken clouds
753,Fortuna Foothills,US,32.6578,-114.4119,78.28,15,0,10.36,clear sky
754,Zephyrhills,US,28.2336,-82.1812,75.09,83,100,13.8,overcast clouds
755,Chambersburg,US,39.9376,-77.6611,43.2,43,83,10.0,broken clouds
756,Maryland Heights,US,38.7131,-90.4298,27.14,55,100,5.99,overcast clouds
757,Lynchburg,US,37.4138,-79.1423,51.28,23,0,6.91,clear sky
758,Eloy,US,32.7559,-111.5548,73.26,26,92,3.76,overcast clouds
759,West Lorne,CA,42.6001,-81.5998,22.68,52,100,21.99,overcast clouds
760,Ithaca,US,42.4406,-76.4966,37.49,80,75,8.05,light snow
761,Barstow,US,34.8986,-117.0228,66.16,19,35,10.96,scattered clouds
762,Hopkinsville,US,36.8656,-87.4886,37.44,58,83,13.42,broken clouds
763,Huntington Beach,US,33.6603,-117.9992,77.31,38,100,6.91,overcast clouds
764,Nampa,US,43.5407,-116.5635,55.47,29,0,16.11,clear sky
765,Gardendale,US,33.6601,-86.8128,50.43,47,75,13.8,broken clouds
766,Winder,US,33.9926,-83.7202,49.75,34,0,5.75,clear sky
767,Isla Vista,US,34.4133,-119.861,67.98,51,0,6.91,clear sky
768,Brockville,CA,44.5834,-75.6826,32.29,66,41,4.0,scattered clouds
769,Hilton Head Island,US,32.2163,-80.7526,59.11,57,100,8.05,overcast clouds
770,Adrian,US,41.8975,-84.0372,21.33,70,75,14.97,broken clouds
771,Batesville,US,35.7698,-91.641,42.44,33,0,10.36,clear sky
772,Hammond,US,41.5834,-87.5,23.14,70,75,10.36,broken clouds
773,Fenelon Falls,CA,44.5334,-78.7496,24.03,62,100,13.89,overcast clouds
774,Carpinteria,US,34.3989,-119.5185,70.29,43,99,2.1,overcast clouds
775,Fremont,US,37.5483,-121.9886,68.52,65,0,8.05,clear sky
776,Burkburnett,US,34.0979,-98.5706,52.48,32,16,1.99,few clouds
777,Warren,US,39.4334,-84.1666,27.03,66,100,18.41,overcast clouds
778,Cross Lanes,US,38.4204,-81.7907,39.58,48,75,17.27,broken clouds
779,Cudahy,US,33.9606,-118.1853,76.51,28,0,8.05,clear sky
780,Monticello,US,45.3055,-93.7941,23.95,48,0,13.8,clear sky
781,Paducah,US,37.0834,-88.6001,37.45,43,40,6.91,scattered clouds
782,Brantford,CA,43.1334,-80.2664,22.41,62,100,4.0,overcast clouds
783,Guaymas,MX,27.9333,-110.9,78.89,44,73,13.51,broken clouds
784,Bogalusa,US,30.791,-89.8487,51.85,54,100,3.44,overcast clouds
785,Garcia,MX,25.8167,-100.5833,58.37,49,98,14.63,overcast clouds
786,Beatrice,US,40.2681,-96.747,30.18,43,75,16.11,broken clouds
787,Shelby,US,35.2001,-89.8668,44.69,39,40,13.8,scattered clouds
788,Middle River,US,39.3343,-76.4394,50.04,32,34,8.01,scattered clouds
789,Hidalgo,MX,20.5,-99.0,51.91,90,33,10.58,scattered clouds
790,Nassau,US,40.7507,-73.5829,48.97,36,72,5.99,broken clouds
791,Jennings,US,38.7192,-90.2604,27.12,58,98,5.99,overcast clouds
792,Tarboro,US,35.8968,-77.5358,53.51,53,0,0.0,clear sky
793,Spencer,US,43.1414,-95.1444,21.7,75,70,13.8,broken clouds
794,Abbeville,FR,50.1,1.8333,45.48,96,71,6.49,broken clouds
795,Boulder City,US,35.9786,-114.8325,62.28,13,0,8.05,clear sky
796,Bayonet Point,US,28.3267,-82.6834,68.36,86,100,5.01,overcast clouds
797,Paradise,US,36.0972,-115.1467,64.06,14,20,9.22,few clouds
798,Clemson,US,34.6834,-82.8374,54.28,31,0,12.66,clear sky
799,Durham,US,36.0335,-78.8664,53.44,43,18,1.99,few clouds
800,Fountain Hills,US,33.6117,-111.7174,72.73,26,40,6.91,scattered clouds
801,Yazoo City,US,32.8551,-90.4056,48.9,56,100,9.6,overcast clouds
802,Hope Mills,US,34.9704,-78.9453,57.6,41,100,9.22,overcast clouds
803,Hereford,GB,52.0568,-2.7148,47.05,89,83,12.12,broken clouds
804,Grenada,ES,37.1882,-3.6067,51.67,68,20,3.44,few clouds
805,Fort Oglethorpe,US,34.949,-85.2569,47.1,44,72,1.99,broken clouds
806,Taylor,US,32.3001,-99.8337,53.06,30,20,6.91,few clouds
807,Chaska,US,44.7894,-93.6022,24.76,61,100,13.0,overcast clouds
808,Valparaiso,CL,-33.0393,-71.6273,76.64,63,0,17.27,clear sky
809,Kirksville,US,40.1948,-92.5833,23.58,65,100,12.66,overcast clouds
810,Forest,US,37.3638,-79.2897,47.12,44,19,8.01,few clouds
811,Marshfield,US,44.6689,-90.1718,23.88,53,0,24.16,clear sky
812,Duncanville,US,32.6518,-96.9083,53.42,27,0,14.97,clear sky
813,Auburndale,US,28.0653,-81.7887,78.75,70,100,11.5,overcast clouds
814,Sebring,US,27.4956,-81.4409,80.31,49,0,9.22,clear sky
815,Andrews,US,32.3187,-102.5457,52.29,22,75,7.0,broken clouds
816,Independence,US,39.0911,-94.4155,28.11,54,100,14.97,overcast clouds
817,North Royalton,US,41.3137,-81.7246,22.12,66,100,17.0,overcast clouds
818,Grinnell,US,41.743,-92.7224,26.58,66,0,19.57,clear sky
819,Howell,US,42.6073,-83.9294,21.74,78,40,14.97,scattered clouds
820,Odessa,UA,46.4775,30.7326,41.27,79,25,9.64,scattered clouds
821,Morton,US,46.7722,-101.2615,21.9,87,0,4.88,clear sky
822,New Baltimore,US,42.6811,-82.7369,25.03,77,75,11.5,broken clouds
823,Gatesville,US,31.4352,-97.7439,56.3,33,0,11.68,clear sky
824,Dublin,US,37.7021,-121.9358,67.51,64,0,10.36,clear sky
825,Prior Lake,US,44.7133,-93.4227,24.08,58,0,14.0,clear sky
826,Albert Lea,US,43.648,-93.3683,19.96,67,0,12.66,clear sky
827,Yuma,US,32.7253,-114.6244,78.96,15,0,3.44,clear sky
828,New Philadelphia,US,40.4898,-81.4457,23.86,66,100,15.01,overcast clouds
829,Canyon Lake,US,29.8752,-98.2625,50.76,67,100,7.0,overcast clouds
830,Harrisonburg,US,38.4496,-78.8689,43.21,40,0,11.5,clear sky
831,Bullhead City,US,35.1478,-114.5683,72.93,18,0,11.5,clear sky
